unique_id,graph_type,cluster_label,is_noise,FEN,ECO,Name,new unique ID,move_number,part_index,part_filename,partition_move_id
"rnbqkb1r/pp3ppp/3ppn2/8/3NPP2/2N5/PPP3PP/R1BQKB1R b KQkq -_B82_Sicilian Defense: Scheveningen Variation, Matanovic Attack_black",black,25,FALSE,rnbqkb1r/pp3ppp/3ppn2/8/3NPP2/2N5/PPP3PP/R1BQKB1R b KQkq -,B82,"Sicilian Defense: Scheveningen Variation, Matanovic Attack","rnbqkb1r/pp3ppp/3ppn2/8/3NPP2/2N5/PPP3PP/R1BQKB1R b KQkq -_B82_Sicilian Defense: Scheveningen Variation, Matanovic Attack",1197,3,dashboard_data_part_03.json,115
"r1bqk2r/pp2bppp/2nppn2/8/3NPP2/2N1BQ2/PPP3PP/R3KB1R b KQkq -_B82_Sicilian Defense: Scheveningen Variation, Tal Variation_white",white,18,FALSE,r1bqk2r/pp2bppp/2nppn2/8/3NPP2/2N1BQ2/PPP3PP/R3KB1R b KQkq -,B82,"Sicilian Defense: Scheveningen Variation, Tal Variation","r1bqk2r/pp2bppp/2nppn2/8/3NPP2/2N1BQ2/PPP3PP/R3KB1R b KQkq -_B82_Sicilian Defense: Scheveningen Variation, Tal Variation",1198,3,dashboard_data_part_03.json,116
"r1bqk2r/pp2bppp/2nppn2/8/3NPP2/2N1BQ2/PPP3PP/R3KB1R b KQkq -_B82_Sicilian Defense: Scheveningen Variation, Tal Variation_black",black,21,FALSE,r1bqk2r/pp2bppp/2nppn2/8/3NPP2/2N1BQ2/PPP3PP/R3KB1R b KQkq -,B82,"Sicilian Defense: Scheveningen Variation, Tal Variation","r1bqk2r/pp2bppp/2nppn2/8/3NPP2/2N1BQ2/PPP3PP/R3KB1R b KQkq -_B82_Sicilian Defense: Scheveningen Variation, Tal Variation",1198,3,dashboard_data_part_03.json,116
"rnbqkb1r/pp3ppp/3ppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R b KQkq -_B83_Sicilian Defense: Scheveningen Variation, Classical Variation_white",white,59,FALSE,rnbqkb1r/pp3ppp/3ppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R b KQkq -,B83,"Sicilian Defense: Scheveningen Variation, Classical Variation","rnbqkb1r/pp3ppp/3ppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R b KQkq -_B83_Sicilian Defense: Scheveningen Variation, Classical Variation",1199,3,dashboard_data_part_03.json,117
"rnbqkb1r/pp3ppp/3ppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R b KQkq -_B83_Sicilian Defense: Scheveningen Variation, Classical Variation_black",black,25,FALSE,rnbqkb1r/pp3ppp/3ppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R b KQkq -,B83,"Sicilian Defense: Scheveningen Variation, Classical Variation","rnbqkb1r/pp3ppp/3ppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R b KQkq -_B83_Sicilian Defense: Scheveningen Variation, Classical Variation",1199,3,dashboard_data_part_03.json,117
"r1bqkb1r/pp3ppp/2nppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq -_B83_Sicilian Defense: Scheveningen Variation, Modern Variation_white",white,59,FALSE,r1bqkb1r/pp3ppp/2nppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq -,B83,"Sicilian Defense: Scheveningen Variation, Modern Variation","r1bqkb1r/pp3ppp/2nppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq -_B83_Sicilian Defense: Scheveningen Variation, Modern Variation",1200,3,dashboard_data_part_03.json,118
"r1bqkb1r/pp3ppp/2nppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq -_B83_Sicilian Defense: Scheveningen Variation, Modern Variation_black",black,21,FALSE,r1bqkb1r/pp3ppp/2nppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq -,B83,"Sicilian Defense: Scheveningen Variation, Modern Variation","r1bqkb1r/pp3ppp/2nppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq -_B83_Sicilian Defense: Scheveningen Variation, Modern Variation",1200,3,dashboard_data_part_03.json,118
"r1bq1rk1/pp2bppp/2nppn2/8/3NPP2/2N1B3/PPP1B1PP/R2Q1RK1 b - -_B83_Sicilian Defense: Scheveningen Variation, Modern Variation_white",white,15,FALSE,r1bq1rk1/pp2bppp/2nppn2/8/3NPP2/2N1B3/PPP1B1PP/R2Q1RK1 b - -,B83,"Sicilian Defense: Scheveningen Variation, Modern Variation","r1bq1rk1/pp2bppp/2nppn2/8/3NPP2/2N1B3/PPP1B1PP/R2Q1RK1 b - -_B83_Sicilian Defense: Scheveningen Variation, Modern Variation",1201,3,dashboard_data_part_03.json,119
"r1bq1rk1/pp2bppp/2nppn2/8/3NPP2/2N1B3/PPP1B1PP/R2Q1RK1 b - -_B83_Sicilian Defense: Scheveningen Variation, Modern Variation_black",black,49,FALSE,r1bq1rk1/pp2bppp/2nppn2/8/3NPP2/2N1B3/PPP1B1PP/R2Q1RK1 b - -,B83,"Sicilian Defense: Scheveningen Variation, Modern Variation","r1bq1rk1/pp2bppp/2nppn2/8/3NPP2/2N1B3/PPP1B1PP/R2Q1RK1 b - -_B83_Sicilian Defense: Scheveningen Variation, Modern Variation",1201,3,dashboard_data_part_03.json,119
"r2q1rk1/pp1bbppp/2nppn2/8/4PP2/1NN1B3/PPP1B1PP/R2Q1RK1 b - -_B83_Sicilian Defense: Scheveningen Variation, Modern Variation_white",white,-1,TRUE,r2q1rk1/pp1bbppp/2nppn2/8/4PP2/1NN1B3/PPP1B1PP/R2Q1RK1 b - -,B83,"Sicilian Defense: Scheveningen Variation, Modern Variation","r2q1rk1/pp1bbppp/2nppn2/8/4PP2/1NN1B3/PPP1B1PP/R2Q1RK1 b - -_B83_Sicilian Defense: Scheveningen Variation, Modern Variation",1202,3,dashboard_data_part_03.json,120
"r2q1rk1/pp1bbppp/2nppn2/8/4PP2/1NN1B3/PPP1B1PP/R2Q1RK1 b - -_B83_Sicilian Defense: Scheveningen Variation, Modern Variation_black",black,49,FALSE,r2q1rk1/pp1bbppp/2nppn2/8/4PP2/1NN1B3/PPP1B1PP/R2Q1RK1 b - -,B83,"Sicilian Defense: Scheveningen Variation, Modern Variation","r2q1rk1/pp1bbppp/2nppn2/8/4PP2/1NN1B3/PPP1B1PP/R2Q1RK1 b - -_B83_Sicilian Defense: Scheveningen Variation, Modern Variation",1202,3,dashboard_data_part_03.json,120
"r1bqkb1r/1p1n1ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w kq -_B84_Sicilian Defense: Najdorf Variation, Scheveningen Variation_white",white,46,FALSE,r1bqkb1r/1p1n1ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w kq -,B84,"Sicilian Defense: Najdorf Variation, Scheveningen Variation","r1bqkb1r/1p1n1ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w kq -_B84_Sicilian Defense: Najdorf Variation, Scheveningen Variation",1203,3,dashboard_data_part_03.json,121
"r1bqkb1r/1p1n1ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w kq -_B84_Sicilian Defense: Najdorf Variation, Scheveningen Variation_black",black,-1,TRUE,r1bqkb1r/1p1n1ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w kq -,B84,"Sicilian Defense: Najdorf Variation, Scheveningen Variation","r1bqkb1r/1p1n1ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w kq -_B84_Sicilian Defense: Najdorf Variation, Scheveningen Variation",1203,3,dashboard_data_part_03.json,121
"rnbqkb1r/1p3ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq -_B84_Sicilian Defense: Scheveningen Variation, Classical Variation_white",white,59,FALSE,rnbqkb1r/1p3ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq -,B84,"Sicilian Defense: Scheveningen Variation, Classical Variation","rnbqkb1r/1p3ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq -_B84_Sicilian Defense: Scheveningen Variation, Classical Variation",1204,3,dashboard_data_part_03.json,122
"rnbqkb1r/1p3ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq -_B84_Sicilian Defense: Scheveningen Variation, Classical Variation_black",black,71,FALSE,rnbqkb1r/1p3ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq -,B84,"Sicilian Defense: Scheveningen Variation, Classical Variation","rnbqkb1r/1p3ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq -_B84_Sicilian Defense: Scheveningen Variation, Classical Variation",1204,3,dashboard_data_part_03.json,122
"rnb1kb1r/1pq2ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w kq -_B84_Sicilian Defense: Scheveningen Variation, Classical Variation_white",white,46,FALSE,rnb1kb1r/1pq2ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w kq -,B84,"Sicilian Defense: Scheveningen Variation, Classical Variation","rnb1kb1r/1pq2ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w kq -_B84_Sicilian Defense: Scheveningen Variation, Classical Variation",1205,3,dashboard_data_part_03.json,123
"rnb1kb1r/1pq2ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w kq -_B84_Sicilian Defense: Scheveningen Variation, Classical Variation_black",black,69,FALSE,rnb1kb1r/1pq2ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w kq -,B84,"Sicilian Defense: Scheveningen Variation, Classical Variation","rnb1kb1r/1pq2ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w kq -_B84_Sicilian Defense: Scheveningen Variation, Classical Variation",1205,3,dashboard_data_part_03.json,123
"r1b2rk1/1pq1bppp/p1nppn2/8/3NPP2/2N1B3/PPP1B1PP/R3QRK1 w - -_B85_Sicilian Defense: Scheveningen Variation, Classical Main Line_white",white,18,FALSE,r1b2rk1/1pq1bppp/p1nppn2/8/3NPP2/2N1B3/PPP1B1PP/R3QRK1 w - -,B85,"Sicilian Defense: Scheveningen Variation, Classical Main Line","r1b2rk1/1pq1bppp/p1nppn2/8/3NPP2/2N1B3/PPP1B1PP/R3QRK1 w - -_B85_Sicilian Defense: Scheveningen Variation, Classical Main Line",1206,3,dashboard_data_part_03.json,124
"r1b2rk1/1pq1bppp/p1nppn2/8/3NPP2/2N1B3/PPP1B1PP/R3QRK1 w - -_B85_Sicilian Defense: Scheveningen Variation, Classical Main Line_black",black,25,FALSE,r1b2rk1/1pq1bppp/p1nppn2/8/3NPP2/2N1B3/PPP1B1PP/R3QRK1 w - -,B85,"Sicilian Defense: Scheveningen Variation, Classical Main Line","r1b2rk1/1pq1bppp/p1nppn2/8/3NPP2/2N1B3/PPP1B1PP/R3QRK1 w - -_B85_Sicilian Defense: Scheveningen Variation, Classical Main Line",1206,3,dashboard_data_part_03.json,124
"r1b1kb1r/1pq2ppp/p1nppn2/8/3NPP2/2N5/PPP1B1PP/R1BQ1RK1 w kq -_B85_Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation_white",white,15,FALSE,r1b1kb1r/1pq2ppp/p1nppn2/8/3NPP2/2N5/PPP1B1PP/R1BQ1RK1 w kq -,B85,"Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation","r1b1kb1r/1pq2ppp/p1nppn2/8/3NPP2/2N5/PPP1B1PP/R1BQ1RK1 w kq -_B85_Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation",1207,3,dashboard_data_part_03.json,125
"r1b1kb1r/1pq2ppp/p1nppn2/8/3NPP2/2N5/PPP1B1PP/R1BQ1RK1 w kq -_B85_Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation_black",black,21,FALSE,r1b1kb1r/1pq2ppp/p1nppn2/8/3NPP2/2N5/PPP1B1PP/R1BQ1RK1 w kq -,B85,"Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation","r1b1kb1r/1pq2ppp/p1nppn2/8/3NPP2/2N5/PPP1B1PP/R1BQ1RK1 w kq -_B85_Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation",1207,3,dashboard_data_part_03.json,125
"r1b1kb1r/1pq2ppp/p1nppn2/8/3NPP2/2N1B3/PPP1B1PP/R2Q1RK1 b kq -_B85_Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation_white",white,15,FALSE,r1b1kb1r/1pq2ppp/p1nppn2/8/3NPP2/2N1B3/PPP1B1PP/R2Q1RK1 b kq -,B85,"Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation","r1b1kb1r/1pq2ppp/p1nppn2/8/3NPP2/2N1B3/PPP1B1PP/R2Q1RK1 b kq -_B85_Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation",1208,3,dashboard_data_part_03.json,126
"r1b1kb1r/1pq2ppp/p1nppn2/8/3NPP2/2N1B3/PPP1B1PP/R2Q1RK1 b kq -_B85_Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation_black",black,21,FALSE,r1b1kb1r/1pq2ppp/p1nppn2/8/3NPP2/2N1B3/PPP1B1PP/R2Q1RK1 b kq -,B85,"Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation","r1b1kb1r/1pq2ppp/p1nppn2/8/3NPP2/2N1B3/PPP1B1PP/R2Q1RK1 b kq -_B85_Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation",1208,3,dashboard_data_part_03.json,126
"r1b1k2r/1pq1bppp/p1nppn2/8/P2NPP2/2N5/1PP1B1PP/R1BQ1R1K b kq -_B85_Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation_white",white,-1,TRUE,r1b1k2r/1pq1bppp/p1nppn2/8/P2NPP2/2N5/1PP1B1PP/R1BQ1R1K b kq -,B85,"Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation","r1b1k2r/1pq1bppp/p1nppn2/8/P2NPP2/2N5/1PP1B1PP/R1BQ1R1K b kq -_B85_Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation",1209,3,dashboard_data_part_03.json,127
"r1b1k2r/1pq1bppp/p1nppn2/8/P2NPP2/2N5/1PP1B1PP/R1BQ1R1K b kq -_B85_Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation_black",black,21,FALSE,r1b1k2r/1pq1bppp/p1nppn2/8/P2NPP2/2N5/1PP1B1PP/R1BQ1R1K b kq -,B85,"Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation","r1b1k2r/1pq1bppp/p1nppn2/8/P2NPP2/2N5/1PP1B1PP/R1BQ1R1K b kq -_B85_Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation",1209,3,dashboard_data_part_03.json,127
rnbqkb1r/pp3ppp/3ppn2/8/2BNP3/2N5/PPP2PPP/R1BQK2R b KQkq -_B86_Sicilian Defense: Sozin Attack_white,white,59,FALSE,rnbqkb1r/pp3ppp/3ppn2/8/2BNP3/2N5/PPP2PPP/R1BQK2R b KQkq -,B86,Sicilian Defense: Sozin Attack,rnbqkb1r/pp3ppp/3ppn2/8/2BNP3/2N5/PPP2PPP/R1BQK2R b KQkq -_B86_Sicilian Defense: Sozin Attack,1210,3,dashboard_data_part_03.json,128
rnbqkb1r/pp3ppp/3ppn2/8/2BNP3/2N5/PPP2PPP/R1BQK2R b KQkq -_B86_Sicilian Defense: Sozin Attack_black,black,25,FALSE,rnbqkb1r/pp3ppp/3ppn2/8/2BNP3/2N5/PPP2PPP/R1BQK2R b KQkq -,B86,Sicilian Defense: Sozin Attack,rnbqkb1r/pp3ppp/3ppn2/8/2BNP3/2N5/PPP2PPP/R1BQK2R b KQkq -_B86_Sicilian Defense: Sozin Attack,1210,3,dashboard_data_part_03.json,128
"rnbqkb1r/5ppp/p2ppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQK2R w KQkq -_B87_Sicilian Defense: Sozin Attack, Flank Variation_white",white,59,FALSE,rnbqkb1r/5ppp/p2ppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQK2R w KQkq -,B87,"Sicilian Defense: Sozin Attack, Flank Variation","rnbqkb1r/5ppp/p2ppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQK2R w KQkq -_B87_Sicilian Defense: Sozin Attack, Flank Variation",1211,3,dashboard_data_part_03.json,129
"rnbqkb1r/5ppp/p2ppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQK2R w KQkq -_B87_Sicilian Defense: Sozin Attack, Flank Variation_black",black,72,FALSE,rnbqkb1r/5ppp/p2ppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQK2R w KQkq -,B87,"Sicilian Defense: Sozin Attack, Flank Variation","rnbqkb1r/5ppp/p2ppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQK2R w KQkq -_B87_Sicilian Defense: Sozin Attack, Flank Variation",1211,3,dashboard_data_part_03.json,129
"r1bq1rk1/pp2bppp/2nppn2/8/3NPP2/1BN1B3/PPP3PP/R2QK2R b KQ -_B88_Sicilian Defense: Sozin Attack, Fischer Variation_white",white,15,FALSE,r1bq1rk1/pp2bppp/2nppn2/8/3NPP2/1BN1B3/PPP3PP/R2QK2R b KQ -,B88,"Sicilian Defense: Sozin Attack, Fischer Variation","r1bq1rk1/pp2bppp/2nppn2/8/3NPP2/1BN1B3/PPP3PP/R2QK2R b KQ -_B88_Sicilian Defense: Sozin Attack, Fischer Variation",1212,3,dashboard_data_part_03.json,130
"r1bq1rk1/pp2bppp/2nppn2/8/3NPP2/1BN1B3/PPP3PP/R2QK2R b KQ -_B88_Sicilian Defense: Sozin Attack, Fischer Variation_black",black,49,FALSE,r1bq1rk1/pp2bppp/2nppn2/8/3NPP2/1BN1B3/PPP3PP/R2QK2R b KQ -,B88,"Sicilian Defense: Sozin Attack, Fischer Variation","r1bq1rk1/pp2bppp/2nppn2/8/3NPP2/1BN1B3/PPP3PP/R2QK2R b KQ -_B88_Sicilian Defense: Sozin Attack, Fischer Variation",1212,3,dashboard_data_part_03.json,130
"r1bqkb1r/pp3ppp/2nppn2/8/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq -_B88_Sicilian Defense: Sozin Attack, Leonhardt Variation_white",white,59,FALSE,r1bqkb1r/pp3ppp/2nppn2/8/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq -,B88,"Sicilian Defense: Sozin Attack, Leonhardt Variation","r1bqkb1r/pp3ppp/2nppn2/8/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq -_B88_Sicilian Defense: Sozin Attack, Leonhardt Variation",1213,3,dashboard_data_part_03.json,131
"r1bqkb1r/pp3ppp/2nppn2/8/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq -_B88_Sicilian Defense: Sozin Attack, Leonhardt Variation_black",black,21,FALSE,r1bqkb1r/pp3ppp/2nppn2/8/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq -,B88,"Sicilian Defense: Sozin Attack, Leonhardt Variation","r1bqkb1r/pp3ppp/2nppn2/8/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq -_B88_Sicilian Defense: Sozin Attack, Leonhardt Variation",1213,3,dashboard_data_part_03.json,131
"r1bqkb1r/pp3ppp/2nppn2/8/2BNP3/2N1B3/PPP2PPP/R2QK2R b KQkq -_B89_Sicilian Defense: Sozin Attack, Main Line_white",white,-1,TRUE,r1bqkb1r/pp3ppp/2nppn2/8/2BNP3/2N1B3/PPP2PPP/R2QK2R b KQkq -,B89,"Sicilian Defense: Sozin Attack, Main Line","r1bqkb1r/pp3ppp/2nppn2/8/2BNP3/2N1B3/PPP2PPP/R2QK2R b KQkq -_B89_Sicilian Defense: Sozin Attack, Main Line",1214,3,dashboard_data_part_03.json,132
"r1bqkb1r/pp3ppp/2nppn2/8/2BNP3/2N1B3/PPP2PPP/R2QK2R b KQkq -_B89_Sicilian Defense: Sozin Attack, Main Line_black",black,21,FALSE,r1bqkb1r/pp3ppp/2nppn2/8/2BNP3/2N1B3/PPP2PPP/R2QK2R b KQkq -,B89,"Sicilian Defense: Sozin Attack, Main Line","r1bqkb1r/pp3ppp/2nppn2/8/2BNP3/2N1B3/PPP2PPP/R2QK2R b KQkq -_B89_Sicilian Defense: Sozin Attack, Main Line",1214,3,dashboard_data_part_03.json,132
"r1bq1rk1/p3bppp/1p1ppn2/n7/3NPP2/1BN1B3/PPP3PP/R2Q1RK1 w - -_B89_Sicilian Defense: Sozin Attack, Main Line, Sherbakov Variation_white",white,15,FALSE,r1bq1rk1/p3bppp/1p1ppn2/n7/3NPP2/1BN1B3/PPP3PP/R2Q1RK1 w - -,B89,"Sicilian Defense: Sozin Attack, Main Line, Sherbakov Variation","r1bq1rk1/p3bppp/1p1ppn2/n7/3NPP2/1BN1B3/PPP3PP/R2Q1RK1 w - -_B89_Sicilian Defense: Sozin Attack, Main Line, Sherbakov Variation",1215,3,dashboard_data_part_03.json,133
"r1bq1rk1/p3bppp/1p1ppn2/n7/3NPP2/1BN1B3/PPP3PP/R2Q1RK1 w - -_B89_Sicilian Defense: Sozin Attack, Main Line, Sherbakov Variation_black",black,-1,TRUE,r1bq1rk1/p3bppp/1p1ppn2/n7/3NPP2/1BN1B3/PPP3PP/R2Q1RK1 w - -,B89,"Sicilian Defense: Sozin Attack, Main Line, Sherbakov Variation","r1bq1rk1/p3bppp/1p1ppn2/n7/3NPP2/1BN1B3/PPP3PP/R2Q1RK1 w - -_B89_Sicilian Defense: Sozin Attack, Main Line, Sherbakov Variation",1215,3,dashboard_data_part_03.json,133
r1bqk2r/pp2bppp/2nppn2/8/2BNP3/2N1B3/PPP1QPPP/R3K2R b KQkq -_B89_Sicilian Defense: Velimirovic Attack_white,white,-1,TRUE,r1bqk2r/pp2bppp/2nppn2/8/2BNP3/2N1B3/PPP1QPPP/R3K2R b KQkq -,B89,Sicilian Defense: Velimirovic Attack,r1bqk2r/pp2bppp/2nppn2/8/2BNP3/2N1B3/PPP1QPPP/R3K2R b KQkq -_B89_Sicilian Defense: Velimirovic Attack,1216,3,dashboard_data_part_03.json,134
r1bqk2r/pp2bppp/2nppn2/8/2BNP3/2N1B3/PPP1QPPP/R3K2R b KQkq -_B89_Sicilian Defense: Velimirovic Attack_black,black,21,FALSE,r1bqk2r/pp2bppp/2nppn2/8/2BNP3/2N1B3/PPP1QPPP/R3K2R b KQkq -,B89,Sicilian Defense: Velimirovic Attack,r1bqk2r/pp2bppp/2nppn2/8/2BNP3/2N1B3/PPP1QPPP/R3K2R b KQkq -_B89_Sicilian Defense: Velimirovic Attack,1216,3,dashboard_data_part_03.json,134
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -_B90_Sicilian Defense: Najdorf Variation_white,white,46,FALSE,rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,B90,Sicilian Defense: Najdorf Variation,rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -_B90_Sicilian Defense: Najdorf Variation,1217,3,dashboard_data_part_03.json,135
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -_B90_Sicilian Defense: Najdorf Variation_black,black,49,FALSE,rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,B90,Sicilian Defense: Najdorf Variation,rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -_B90_Sicilian Defense: Najdorf Variation,1217,3,dashboard_data_part_03.json,135
"rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N4P/PPP2PP1/R1BQKB1R b KQkq -_B90_Sicilian Defense: Najdorf Variation, Adams Attack_white",white,46,FALSE,rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N4P/PPP2PP1/R1BQKB1R b KQkq -,B90,"Sicilian Defense: Najdorf Variation, Adams Attack","rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N4P/PPP2PP1/R1BQKB1R b KQkq -_B90_Sicilian Defense: Najdorf Variation, Adams Attack",1218,3,dashboard_data_part_03.json,136
"rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N4P/PPP2PP1/R1BQKB1R b KQkq -_B90_Sicilian Defense: Najdorf Variation, Adams Attack_black",black,49,FALSE,rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N4P/PPP2PP1/R1BQKB1R b KQkq -,B90,"Sicilian Defense: Najdorf Variation, Adams Attack","rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N4P/PPP2PP1/R1BQKB1R b KQkq -_B90_Sicilian Defense: Najdorf Variation, Adams Attack",1218,3,dashboard_data_part_03.json,136
"rnbqkb1r/1p2pppp/p2p1n2/8/3NP1P1/2N5/PPP2P1P/R1BQKB1R b KQkq -_B90_Sicilian Defense: Najdorf Variation, Dekker Gambit_white",white,44,FALSE,rnbqkb1r/1p2pppp/p2p1n2/8/3NP1P1/2N5/PPP2P1P/R1BQKB1R b KQkq -,B90,"Sicilian Defense: Najdorf Variation, Dekker Gambit","rnbqkb1r/1p2pppp/p2p1n2/8/3NP1P1/2N5/PPP2P1P/R1BQKB1R b KQkq -_B90_Sicilian Defense: Najdorf Variation, Dekker Gambit",1219,3,dashboard_data_part_03.json,137
"rnbqkb1r/1p2pppp/p2p1n2/8/3NP1P1/2N5/PPP2P1P/R1BQKB1R b KQkq -_B90_Sicilian Defense: Najdorf Variation, Dekker Gambit_black",black,25,FALSE,rnbqkb1r/1p2pppp/p2p1n2/8/3NP1P1/2N5/PPP2P1P/R1BQKB1R b KQkq -,B90,"Sicilian Defense: Najdorf Variation, Dekker Gambit","rnbqkb1r/1p2pppp/p2p1n2/8/3NP1P1/2N5/PPP2P1P/R1BQKB1R b KQkq -_B90_Sicilian Defense: Najdorf Variation, Dekker Gambit",1219,3,dashboard_data_part_03.json,137
"rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -_B90_Sicilian Defense: Najdorf Variation, English Attack_white",white,48,FALSE,rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -,B90,"Sicilian Defense: Najdorf Variation, English Attack","rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -_B90_Sicilian Defense: Najdorf Variation, English Attack",1220,3,dashboard_data_part_03.json,138
"rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -_B90_Sicilian Defense: Najdorf Variation, English Attack_black",black,49,FALSE,rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -,B90,"Sicilian Defense: Najdorf Variation, English Attack","rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -_B90_Sicilian Defense: Najdorf Variation, English Attack",1220,3,dashboard_data_part_03.json,138
